site_clean,AGB,b1_wfp_dry_p50,b1_ccw_dry_p50,b1_hsd_p50,b1_hmc_p50,b1_hcv_p50,b1_h99_p50,b1_h25_p50,b1_dp1fm_p50,b1_dp1fm_dry_p50,b2_dp1fm_p50,b2_dp1fm_dry_p50,b3_dp1fm_p50,b3_dp1fm_dry_p50,b1_dbifm_p50,b2_dbifm_p50,b3_dbifm_p50,b4_dbifm_p50,b5_dbifm_p50,b6_dbifm_p50,dbifmdry_GNDVI_p50,dbifman_GNDVI_p50,dbifmdry_MSR_p50,dbifman_MSR_p50,dbifmdry_NBR_p50,dbifman_NBR_p50,dbifmdry_NDVI_p50,dbifman_NDVI_p50,dbifmdry_CVI_p50,dbifman_CVI_p50,dbifmdry_GDVI_p50,dbifman_GDVI_p50,dbifmdry_GSAVI_p50,dbifman_GSAVI_p50,dbifmdry_NDGI_p50,dbifman_NDGI_p50,dbifmdry_RI_p50,dbifman_RI_p50,dbifmdry_NDII_p50,dbifman_NDII_p50,dbifmdry_MSAVI_p50,dbifman_MSAVI_p50,dbifmdry_SAVI_p50,dbifman_SAVI_p50,dbifmdry_DVI_p50,dbifman_DVI_p50,dbifmdry_r42_p50,dbifman_r42_p50,dbifmdry_r32_p50,dbifman_r32_p50,dbifmdry_r43_p50,dbifman_r43_p50,dbifmdry_r52_p50,dbifman_r52_p50,dbifmdry_r53_p50,dbifman_r53_p50,dbifmdry_r54_p50,dbifman_r54_p50,dbifmdry_r62_p50,dbifman_r62_p50,dbifmdry_r63_p50,dbifman_r63_p50,dbifmdry_r64_p50,dbifman_r64_p50,dbifmdry_r65_p50,dbifman_r65_p50,mean_agap_p50,mean_dgap_p50,mean_drio_p50,mean_dpos_p50,dr_dsum_p50,dr_dsii_p50,dr_wsum_p50,dr_wsii_p50,tx_dsum_p50,tx_dsii_p50,tx_wsum_p50,tx_wsii_p50,rx_wsum_p50,rx_wsii_p50,rx_dsii_p50,ma_asum_p50,ma_dsii_p50,b1_wfp_dry_p99,b1_ccw_dry_p99,b1_hsd_p99,b1_hmc_p99,b1_hcv_p99,b1_h99_p99,b1_h25_p99,b1_dp1fm_p99,b1_dp1fm_dry_p99,b2_dp1fm_p99,b2_dp1fm_dry_p99,b3_dp1fm_p99,b3_dp1fm_dry_p99,b1_dbifm_p99,b2_dbifm_p99,b3_dbifm_p99,b4_dbifm_p99,b5_dbifm_p99,b6_dbifm_p99,dbifmdry_GNDVI_p99,dbifman_GNDVI_p99,dbifmdry_MSR_p99,dbifman_MSR_p99,dbifmdry_NBR_p99,dbifman_NBR_p99,dbifmdry_NDVI_p99,dbifman_NDVI_p99,dbifmdry_CVI_p99,dbifman_CVI_p99,dbifmdry_GDVI_p99,dbifman_GDVI_p99,dbifmdry_GSAVI_p99,dbifman_GSAVI_p99,dbifmdry_NDGI_p99,dbifman_NDGI_p99,dbifmdry_RI_p99,dbifman_RI_p99,dbifmdry_NDII_p99,dbifman_NDII_p99,dbifmdry_MSAVI_p99,dbifman_MSAVI_p99,dbifmdry_SAVI_p99,dbifman_SAVI_p99,dbifmdry_DVI_p99,dbifman_DVI_p99,dbifmdry_r42_p99,dbifman_r42_p99,dbifmdry_r32_p99,dbifman_r32_p99,dbifmdry_r43_p99,dbifman_r43_p99,dbifmdry_r52_p99,dbifman_r52_p99,dbifmdry_r53_p99,dbifman_r53_p99,dbifmdry_r54_p99,dbifman_r54_p99,dbifmdry_r62_p99,dbifman_r62_p99,dbifmdry_r63_p99,dbifman_r63_p99,dbifmdry_r64_p99,dbifman_r64_p99,dbifmdry_r65_p99,dbifman_r65_p99,mean_agap_p99,mean_dgap_p99,mean_drio_p99,mean_dpos_p99,dr_dsum_p99,dr_dsii_p99,dr_wsum_p99,dr_wsii_p99,tx_dsum_p99,tx_dsii_p99,tx_wsum_p99,tx_wsii_p99,rx_wsum_p99,rx_wsii_p99,rx_dsii_p99,ma_asum_p99,ma_dsii_p99,site_name,lon_gda94,lat_gda94,date,bio_agb_kg1ha,c_agb_kg1ha,bio_agb_30,geometry
AUV01.2012,17779.591836734693,3.0,6.0,101.68917846679688,103.24986267089844,157.4347381591797,107.7545394897461,102.27002716064452,10.0,5.0,19.0,10.0,70.0,84.0,560.0,872.0,1268.0,2228.0,2928.0,1880.0,4205676,4371795,3271872,3376493,-67010,909976,2757365,2829757,34123529,36441618,1141000,1364000,2218981,2519704,-1638298,-1759737,1638298,1759737,-2099221,-1350309,1330275,1526533,1557786,1746321,833000,989000,24496540,25515236,13907640,14258440,17613729,17894830,37507414,33483373,26968928,23483196,15311311,13122894,24824177,21259325,17849310,14909994,10133748,8332012,6618472,6349218,24.0,24.0,0.0,0.0,0.0,1.0,3883.999999999981,1.4725761365308296,4955.4,0.0697178835210074,7913.499999999997,0.0441018512668224,8950.600000000004,0.1400289206469797,0.092794355771455,1229.6999999999996,0.554954954954955,8.76,15.6,101.92033813476564,103.45247314453123,163.22108032226564,108.21651916503909,102.50511566162108,13.0,6.0,28.36,16.759999999999998,75.91999999999999,85.92,614.12,986.24,1389.32,2413.8,3087.56,2101.6,4205676,4371795,3271872,3376493,-67010,909976,2757365,2829757,34123529,36441618,1141000,1364000,2218981,2519704,-1638298,-1759737,1638298,1759737,-2099221,-1350309,1330275,1526533,1557786,1746321,833000,989000,24496540,25515236,13907640,14258440,17613729,17894830,37507414,33483373,26968928,23483196,15311311,13122894,24824177,21259325,17849310,14909994,10133748,8332012,6618472,6349218,24.0,24.0,0.0,0.0,0.0,1.0,3883.999999999981,1.4725761365308296,4955.4,0.0697178835210074,7913.499999999997,0.0441018512668224,8950.600000000004,0.1400289206469797,0.092794355771455,1229.6999999999996,0.554954954954955,auv01,130.09326462730013,-15.580780955889887,20121009,17779.591836734693,8712.000000000002,1600.1632653061224,POINT (130.0932646273001 -15.58078095588989)
AUV02.2012,12853.644314868803,4.0,7.0,102.3293685913086,104.3218765258789,144.54232788085938,108.74285125732422,102.56217956542969,21.0,3.0,24.0,11.0,51.0,84.0,591.0,990.0,1400.0,2571.0,3113.0,2164.0,4612626,4391123,3558937,3338476,1544347,991525,2953895,2803554,40017589,37001999,1286000,1583000,2476888,2759442,-1920387,-1810450,1920387,1810450,-1421352,-835541,1474683,1682246,1710866,1882457,929000,1136000,27098729,25649786,14745788,14420521,18377268,17787004,36074490,30331759,24464268,21033747,13312244,11825346,19846290,21023838,13458956,14579112,7323698,8196497,5501475,6931295,12.0,24.0,0.0,0.0,0.0,1.0,3848.699999999981,1.4909375707567374,4946.999999999998,0.0706286638366688,7914.100000000002,0.04439454355427099,8887.099999999995,0.1415663473702654,0.09292397660818699,1214.5999999999995,0.5704588309239471,8.0,14.0,102.54101135253909,104.72514038085936,150.860908203125,110.08126037597657,102.79024627685548,30.6,5.0,28.0,16.0,60.92,89.92,665.08,1088.56,1636.8,2680.84,3319.16,2562.8,4612626,4391123,3558937,3338476,1544347,991525,2953895,2803554,40017589,37001999,1286000,1583000,2476888,2759442,-1920387,-1810450,1920387,1810450,-1421352,-835541,1474683,1682246,1710866,1882457,929000,1136000,27098729,25649786,14745788,14420521,18377268,17787004,36074490,30331759,24464268,21033747,13312244,11825346,19846290,21023838,13458956,14579112,7323698,8196497,5501475,6931295,12.0,24.0,0.0,0.0,0.0,1.0,3848.699999999981,1.4909375707567374,4946.999999999998,0.0706286638366688,7914.100000000002,0.04439454355427099,8887.099999999995,0.1415663473702654,0.09292397660818699,1214.5999999999995,0.5704588309239471,auv02,130.0300394091591,-15.67690430418792,20121010,12853.644314868803,6298.2857142857165,1156.8279883381922,POINT (130.0300394091591 -15.67690430418792)
AUV03.2012,5618.65889212828,2.0,4.0,102.19869995117188,103.82898712158205,155.7862548828125,108.45726013183594,102.21500396728516,2.0,3.0,12.0,8.0,86.0,88.0,487.0,757.0,1116.0,2054.0,2662.0,1494.0,4467938,4680546,3321636,3591671,1479648,1589685,2791909,2975888,38541090,41229163,1289000,1304000,2452124,2512201,-1914894,-1980519,1914894,1980519,-1352807,-1305272,1429654,1488740,1653758,1725957,911000,938000,26141645,27573034,14730764,14930337,17746293,18467790,34311952,35859176,23292717,24017660,13125399,13005162,19407263,20019476,13174648,13408589,7423888,7260527,5656123,5582804,11.0,24.0,0.0416666679084301,0.0399662256240844,0.0,1.0,3837.3999999999874,1.4977328399437169,4936.499999999997,0.0714271244809076,7913.700000000003,0.0445953581402232,8819.000000000004,0.1431390018304634,0.09298609055933699,1188.1999999999996,0.5766199064796258,2.92,5.84,102.43679565429687,104.27818695068359,159.91266235351563,109.37258209228516,102.93530639648438,3.92,4.0,20.76,9.84,89.0,89.0,567.3199999999998,836.56,1220.72,2190.36,2835.72,1603.48,4467938,4680546,3321636,3591671,1479648,1589685,2791909,2975888,38541090,41229163,1289000,1304000,2452124,2512201,-1914894,-1980519,1914894,1980519,-1352807,-1305272,1429654,1488740,1653758,1725957,911000,938000,26141645,27573034,14730764,14930337,17746293,18467790,34311952,35859176,23292717,24017660,13125399,13005162,19407263,20019476,13174648,13408589,7423888,7260527,5656123,5582804,11.0,24.0,0.0416666679084301,0.0399662256240844,0.0,1.0,3837.3999999999874,1.4977328399437169,4936.499999999997,0.0714271244809076,7913.700000000003,0.0445953581402232,8819.000000000004,0.1431390018304634,0.09298609055933699,1188.1999999999996,0.5766199064796258,auv03,129.97893787097442,-15.710431463252995,20121010,5618.65889212828,2753.142857142857,505.6793002915452,POINT (129.9789378709744 -15.71043146325299)
AUV06.2012,0.0,1.5,2.0,101.31106567382812,102.52747344970705,147.73162841796875,105.61055755615234,101.35639190673828,37.5,27.0,6.0,1.5,54.0,69.5,838.5,1325.0,1871.0,2817.5,3684.0,2931.0,3516740,3576784,2112152,2258371,-634778,-246699,1893126,2008556,29628827,29731932,1355000,1479000,2295832,2428571,-1739418,-1689612,1739418,1689612,-1954272,-1357759,1182099,1313215,1325834,1455814,829000,939000,20845615,21130833,14207402,14061089,14672362,15027878,30964321,27768440,21794499,19748428,14854117,13141195,23668556,22200828,16659313,15788840,11354213,10506367,7643816,7994986,3.0,3.5,0.125,0.1103121116757392,0.0,1.0,3857.499999999981,1.4945579113045158,4906.700000000004,0.0770456722440744,7946.499999999999,0.0462162137868423,8375.300000000003,0.152284523710025,0.1053500575963138,1029.5999999999997,0.5858088930936614,2.0,4.0,101.65254615783691,103.09352378845215,152.17592239379886,106.1934310913086,101.5604875946045,44.56,31.78,9.89,3.0,56.89,75.0,860.56,1347.4499999999996,1890.12,2849.57,3806.41,3060.74,3516740,3576784,2112152,2258371,-634778,-246699,1893126,2008556,29628827,29731932,1355000,1479000,2295832,2428571,-1739418,-1689612,1739418,1689612,-1954272,-1357759,1182099,1313215,1325834,1455814,829000,939000,20845615,21130833,14207402,14061089,14672362,15027878,30964321,27768440,21794499,19748428,14854117,13141195,23668556,22200828,16659313,15788840,11354213,10506367,7643816,7994986,3.0,3.5,0.125,0.1103121116757392,0.0,1.0,3857.499999999981,1.4945579113045158,4906.700000000004,0.0770456722440744,7946.499999999999,0.0462162137868423,8375.300000000003,0.152284523710025,0.1053500575963138,1029.5999999999997,0.5858088930936614,auv06,129.68501037856342,-16.00775489353334,20121011,0.0,0.0,0.0,POINT (129.6850103785634 -16.00775489353334)
AUV07.2012,0.0,0.0,0.0,100.35240173339844,100.4612274169922,112.41029357910156,100.87350463867188,100.35050201416016,62.0,65.0,0.0,0.0,37.0,33.0,613.0,1164.0,1804.0,2270.0,3932.0,3292.0,3182178,3270060,1194342,1200385,-1807308,-1787113,1123471,1128799,29832240,30992571,1207000,1137000,2059024,2011915,-2135036,-2223330,2135036,2223330,-2641648,-2661047,706621,671320,797788,767549,505000,468000,19334250,19706775,15426510,15712659,12533133,12541974,33211923,33996014,21529124,21636067,17177767,17250927,27857572,28284304,18058247,18000966,14408406,14352579,8387823,8319888,24.0,24.0,0.0,0.0,0.0,1.0,3840.299999999981,1.5051353874883355,4901.800000000002,0.0786568199436942,7969.100000000004,0.046576329644681,8232.50000000001,0.1551932671033794,0.1138922272387696,980.7000000000003,0.5846491228070176,0.0,0.0,100.5598468017578,100.5826058959961,114.7454965209961,101.24466430664064,100.4639974975586,66.6,73.60000000000002,0.0,0.92,42.0,37.92,698.24,1295.2800000000002,2042.68,2664.96,4196.04,3552.92,3182178,3270060,1194342,1200385,-1807308,-1787113,1123471,1128799,29832240,30992571,1207000,1137000,2059024,2011915,-2135036,-2223330,2135036,2223330,-2641648,-2661047,706621,671320,797788,767549,505000,468000,19334250,19706775,15426510,15712659,12533133,12541974,33211923,33996014,21529124,21636067,17177767,17250927,27857572,28284304,18058247,18000966,14408406,14352579,8387823,8319888,24.0,24.0,0.0,0.0,0.0,1.0,3840.299999999981,1.5051353874883355,4901.800000000002,0.0786568199436942,7969.100000000004,0.046576329644681,8232.50000000001,0.1551932671033794,0.1138922272387696,980.7000000000003,0.5846491228070176,auv07,129.69038506567236,-16.070365555840215,20121011,0.0,0.0,0.0,POINT (129.6903850656724 -16.07036555584022)
AUV08.2012,0.0,10.0,18.0,100.8287124633789,101.6095962524414,131.343994140625,103.82193756103516,100.93451690673828,24.0,3.0,0.0,1.0,74.0,95.0,779.0,1150.0,1566.0,2216.0,3047.0,2189.0,3983338,3187592,2386246,1908162,1105121,120154,2107935,1728849,35207174,26426540,1291000,1079000,2349836,1930233,-2047308,-1543821,2047308,1543821,-1527388,-1556648,1182025,975657,1353654,1120827,789000,658000,23225917,19354714,15140059,13643456,15340704,14186079,31599863,26488491,20871691,19414796,13605432,13685808,18607379,18891457,12290162,13846534,8011472,9760649,5888436,7131949,3.400000035762787,24.0,0.0416666679084301,0.0399662256240844,0.0,1.0,3842.899999999984,1.5011133704828628,4889.500000000001,0.0798854688618467,7964.600000000002,0.0469075659794592,8160.899999999998,0.1563623059781572,0.1184563536641775,955.2999999999993,0.6091954022988507,13.92,24.840000000000003,101.11783905029293,102.17786315917972,137.73262451171874,104.87657806396484,101.27773132324221,29.6,4.0,1.0,2.0,79.84,95.0,839.84,1223.0,1664.76,2320.64,3106.88,2237.0,3983338,3187592,2386246,1908162,1105121,120154,2107935,1728849,35207174,26426540,1291000,1079000,2349836,1930233,-2047308,-1543821,2047308,1543821,-1527388,-1556648,1182025,975657,1353654,1120827,789000,658000,23225917,19354714,15140059,13643456,15340704,14186079,31599863,26488491,20871691,19414796,13605432,13685808,18607379,18891457,12290162,13846534,8011472,9760649,5888436,7131949,3.400000035762787,24.0,0.0416666679084301,0.0399662256240844,0.0,1.0,3842.899999999984,1.5011133704828628,4889.500000000001,0.0798854688618467,7964.600000000002,0.0469075659794592,8160.899999999998,0.1563623059781572,0.1184563536641775,955.2999999999993,0.6091954022988507,auv08,129.62464028879674,-16.198472220813166,20121011,0.0,0.0,0.0,POINT (129.6246402887967 -16.19847222081317)
BARKELY01.2011,0.0,4.0,1.0,101.70225524902344,102.44869232177734,146.48851013183594,106.94146728515624,101.49151611328124,8.0,4.0,13.0,2.0,81.0,93.0,661.0,978.0,1453.0,2412.0,2949.0,1871.0,4297457,4176540,2806064,2833306,1916078,1130233,2424107,2444098,38330907,35983324,1673000,1410000,2821882,2525072,-2091201,-1929392,2091201,1929392,-665772,-1052533,1549615,1404975,1718354,1593941,1086000,940000,25075075,24334124,15288288,14774653,16401493,16470183,28654655,30057608,18742880,20344037,11427545,12352040,17009009,19393426,11125516,13126147,6783234,7969642,5935863,6452086,24.0,24.0,0.0,0.0,2.5999999999994543,1.6,720.2999999999861,0.6505622657226225,4403.499999999999,0.07671170659702499,7561.699999999995,0.0526412239122344,8146.700000000003,0.1236223606754006,0.1161881879918605,750.7000000000003,0.2299277605779155,7.939999999999999,1.0,102.31566680908202,103.72562957763672,164.02280517578126,109.05761047363279,102.35895172119145,17.92,6.92,17.84,3.84,86.0,94.0,682.5600000000002,1027.0,1460.84,2419.84,2977.42,2000.36,4297457,4176540,2806064,2833306,1916078,1130233,2424107,2444098,38330907,35983324,1673000,1410000,2821882,2525072,-2091201,-1929392,2091201,1929392,-665772,-1052533,1549615,1404975,1718354,1593941,1086000,940000,25075075,24334124,15288288,14774653,16401493,16470183,28654655,30057608,18742880,20344037,11427545,12352040,17009009,19393426,11125516,13126147,6783234,7969642,5935863,6452086,24.0,24.0,0.0,0.0,2.5999999999994543,1.6,720.2999999999861,0.6505622657226225,4403.499999999999,0.07671170659702499,7561.699999999995,0.0526412239122344,8146.700000000003,0.1236223606754006,0.1161881879918605,750.7000000000003,0.2299277605779155,barkely01,135.0406863322195,-18.001776171675587,20111025,0.0,0.0,0.0,POINT (135.0406863322195 -18.00177617167559)
BARKELY03.2011,0.0,1.5,2.0,100.91404724121094,101.7366180419922,144.2337646484375,103.97474670410156,101.06336212158205,14.0,3.0,2.0,3.0,83.0,92.0,711.0,994.0,1408.0,2147.0,2978.0,1974.0,4114821,3738854,3039292,2593766,2254432,524518,2593228,2266136,33831663,30358619,1713000,1174000,2804213,2163391,-1703353,-1609048,1703353,1609048,-530218,-1657320,1708085,1217080,1877716,1403663,1210000,797000,23971721,21929072,14101332,13829907,16999614,15856268,26650956,30638130,18899601,22153532,11117665,13971467,15150911,19740230,10744312,14273581,6320327,9001854,5684941,6443027,24.0,24.0,0.0,0.0,2.5999999999994543,1.6,707.5999999999831,0.6131793587983603,4407.2,0.0760210564530766,7564.899999999998,0.0522941479728746,8213.0,0.1227426901601989,0.1118300478841059,773.0999999999997,0.2442477876106194,1.99,3.97,101.27177307128906,102.38685211181641,151.95753295898442,105.95896942138671,101.37716766357424,16.84,5.0,22.32,7.92,88.92,93.92,728.76,1069.4,1502.08,2250.56,3221.28,2164.04,4114821,3738854,3039292,2593766,2254432,524518,2593228,2266136,33831663,30358619,1713000,1174000,2804213,2163391,-1703353,-1609048,1703353,1609048,-530218,-1657320,1708085,1217080,1877716,1403663,1210000,797000,23971721,21929072,14101332,13829907,16999614,15856268,26650956,30638130,18899601,22153532,11117665,13971467,15150911,19740230,10744312,14273581,6320327,9001854,5684941,6443027,24.0,24.0,0.0,0.0,2.5999999999994543,1.6,707.5999999999831,0.6131793587983603,4407.2,0.0760210564530766,7564.899999999998,0.0522941479728746,8213.0,0.1227426901601989,0.1118300478841059,773.0999999999997,0.2442477876106194,barkely03,135.2883664505653,-18.024523715139786,20111026,0.0,0.0,0.0,POINT (135.2883664505653 -18.02452371513979)
BARKELY06.2011,0.0,17.0,29.0,101.49824142456056,102.42601013183594,145.6794204711914,106.49525451660156,101.5728759765625,18.0,15.0,9.0,24.0,68.0,59.5,596.5,901.0,1291.5,2039.5,2597.0,1829.5,4170854,3868663,3632020,2598521,1382442,584264,3002882,2269717,31802542,32234402,1328000,1137000,2434018,2148255,-1335201,-1752860,1335201,1752860,-731306,-1224973,1616006,1168294,1845336,1359048,1042000,754000,24303025,22611388,13080513,14244777,18579565,15873459,28138408,28927713,21511700,20307592,11578150,12793426,18404991,20112775,14070541,14119403,7573127,8894976,6540878,6952770,24.0,24.0,0.0,0.0,2.5999999999994543,1.6,721.7499999999841,0.6164337964181879,4409.15,0.0760191881979739,7561.199999999998,0.0520985885651434,8237.849999999999,0.1223735425631082,0.1111969359990656,779.4499999999994,0.2516477033291192,29.56,48.34,101.95119033813478,103.06278457641602,159.86324188232422,107.5790608215332,102.14655395507812,27.45000000000001,20.0,15.0,33.67,77.0,69.56,693.69,1003.26,1373.73,2123.89,2765.4,1924.48,4170854,3868663,3632020,2598521,1382442,584264,3002882,2269717,31802542,32234402,1328000,1137000,2434018,2148255,-1335201,-1752860,1335201,1752860,-731306,-1224973,1616006,1168294,1845336,1359048,1042000,754000,24303025,22611388,13080513,14244777,18579565,15873459,28138408,28927713,21511700,20307592,11578150,12793426,18404991,20112775,14070541,14119403,7573127,8894976,6540878,6952770,24.0,24.0,0.0,0.0,2.5999999999994543,1.6,721.7499999999841,0.6164337964181879,4409.15,0.0760191881979739,7561.199999999998,0.0520985885651434,8237.849999999999,0.1223735425631082,0.1111969359990656,779.4499999999994,0.2516477033291192,barkely06,135.25743784728755,-17.987039226215057,20111027,0.0,0.0,0.0,POINT (135.2574378472875 -17.98703922621506)
BARKELY07.2011,7889.212827988337,3.0,6.0,100.85741424560548,101.67276763916016,145.00390625,104.15504455566406,100.97853088378906,17.0,3.0,3.0,10.0,79.0,85.0,632.0,922.0,1224.0,1840.0,2887.0,2035.0,4399021,3345468,3621749,2172965,2571062,-570988,2996023,1941368,35618222,27141870,1797000,919000,2966979,1779398,-1615977,-1501627,1615977,1501627,-110962,-2214908,1946045,936400,2135209,1107807,1356000,596000,25693487,20042522,13846452,13530555,18556007,14812786,26271960,31449399,18973784,23243243,10225144,15691338,15186839,22479650,10968036,16613989,5910774,11215979,5780627,7147879,24.0,24.0,0.0416666679084301,0.0399662256240844,3.399999999999636,1.6,656.9999999999873,0.546814524896724,4375.7,0.0762940786616998,7545.700000000003,0.0529762456952778,8266.700000000003,0.1227644819404531,0.109949652361544,789.3999999999999,0.2249768732654948,5.92,10.92,101.0378564453125,101.75501281738279,154.42443603515625,104.70799438476558,101.0429313659668,21.92,5.92,10.44,13.92,81.76,86.92,651.36,988.28,1321.76,1913.92,3078.16,2170.0,4399021,3345468,3621749,2172965,2571062,-570988,2996023,1941368,35618222,27141870,1797000,919000,2966979,1779398,-1615977,-1501627,1615977,1501627,-110962,-2214908,1946045,936400,2135209,1107807,1356000,596000,25693487,20042522,13846452,13530555,18556007,14812786,26271960,31449399,18973784,23243243,10225144,15691338,15186839,22479650,10968036,16613989,5910774,11215979,5780627,7147879,24.0,24.0,0.0416666679084301,0.0399662256240844,3.399999999999636,1.6,656.9999999999873,0.546814524896724,4375.7,0.0762940786616998,7545.700000000003,0.0529762456952778,8266.700000000003,0.1227644819404531,0.109949652361544,789.3999999999999,0.2249768732654948,barkely07,135.60930951574304,-18.08531564548007,20111027,7889.212827988337,3865.7142857142853,710.0291545189503,POINT (135.609309515743 -18.08531564548007)
BC101.2024,28788.921282798838,50.0,73.0,103.7691421508789,106.81636810302734,156.76708984375,114.39663314819336,103.57381439208984,0.0,0.0,48.0,48.0,50.0,51.0,301.0,513.5,725.0,2225.5,2397.5,1210.5,6327418,6294951,7656630,7650150,3006347,2976569,5142761,5140061,63398107,62089965,1747000,1733000,3376498,3352896,-1756098,-1707317,1756098,1707317,-301205,-317289,2563529,2552472,2878902,2868894,1531000,1523000,44387923,43983009,14243518,14128410,31163594,31130897,47146373,46868159,33100230,33172988,10621442,10655969,23866098,23813102,16755760,16854764,5376710,5414159,5062128,5080870,2.75,5.25,0.2083333283662796,0.169153407216072,56.49999999999909,1.0,1828.8999999999764,0.6911883021019704,5219.0,0.0426478884198649,7444.199999999999,0.0596782922083156,11618.000000000007,0.1599488478469369,0.0540896487985212,1628.499999999999,0.2875409010823055,52.78,74.89,104.46722145080568,108.23042121887207,160.56690505981445,116.34719314575192,104.0401515197754,1.8900000000000008,0.8900000000000006,50.89,49.89,53.0,55.78,355.12,549.67,794.71,2358.8,2528.6800000000007,1307.37,6327418,6294951,7656630,7650150,3006347,2976569,5142761,5140061,63398107,62089965,1747000,1733000,3376498,3352896,-1756098,-1707317,1756098,1707317,-301205,-317289,2563529,2552472,2878902,2868894,1531000,1523000,44387923,43983009,14243518,14128410,31163594,31130897,47146373,46868159,33100230,33172988,10621442,10655969,23866098,23813102,16755760,16854764,5376710,5414159,5062128,5080870,2.75,5.25,0.2083333283662796,0.169153407216072,56.49999999999909,1.0,1828.8999999999764,0.6911883021019704,5219.0,0.0426478884198649,7444.199999999999,0.0596782922083156,11618.000000000007,0.1599488478469369,0.0540896487985212,1628.499999999999,0.2875409010823055,bc101,131.2027603003722,-13.291690702572721,20240524,28788.921282798838,14106.571428571433,2591.002915451895,POINT (131.2027603003722 -13.29169070257272)
