site_clean,AGB,b1_wfp_dry_p50,b1_ccw_dry_p50,b1_hsd_p50,b1_hmc_p50,b1_hcv_p50,b1_h99_p50,b1_h25_p50,b1_dp1fm_p50,b1_dp1fm_dry_p50,b2_dp1fm_p50,b2_dp1fm_dry_p50,b3_dp1fm_p50,b3_dp1fm_dry_p50,b1_dbifm_p50,b2_dbifm_p50,b3_dbifm_p50,b4_dbifm_p50,b5_dbifm_p50,b6_dbifm_p50,dbifmdry_GNDVI_p50,dbifman_GNDVI_p50,dbifmdry_MSR_p50,dbifman_MSR_p50,dbifmdry_NBR_p50,dbifman_NBR_p50,dbifmdry_NDVI_p50,dbifman_NDVI_p50,dbifmdry_CVI_p50,dbifman_CVI_p50,dbifmdry_GDVI_p50,dbifman_GDVI_p50,dbifmdry_GSAVI_p50,dbifman_GSAVI_p50,dbifmdry_NDGI_p50,dbifman_NDGI_p50,dbifmdry_RI_p50,dbifman_RI_p50,dbifmdry_NDII_p50,dbifman_NDII_p50,dbifmdry_MSAVI_p50,dbifman_MSAVI_p50,dbifmdry_SAVI_p50,dbifman_SAVI_p50,dbifmdry_DVI_p50,dbifman_DVI_p50,dbifmdry_r42_p50,dbifman_r42_p50,dbifmdry_r32_p50,dbifman_r32_p50,dbifmdry_r43_p50,dbifman_r43_p50,dbifmdry_r52_p50,dbifman_r52_p50,dbifmdry_r53_p50,dbifman_r53_p50,dbifmdry_r54_p50,dbifman_r54_p50,dbifmdry_r62_p50,dbifman_r62_p50,dbifmdry_r63_p50,dbifman_r63_p50,dbifmdry_r64_p50,dbifman_r64_p50,dbifmdry_r65_p50,dbifman_r65_p50,mean_agap_p50,mean_dgap_p50,mean_drio_p50,mean_dpos_p50,dr_dsum_p50,dr_dsii_p50,dr_wsum_p50,dr_wsii_p50,tx_dsum_p50,tx_dsii_p50,tx_wsum_p50,tx_wsii_p50,rx_wsum_p50,rx_wsii_p50,rx_dsii_p50,ma_asum_p50,ma_dsii_p50,b1_wfp_dry_p99,b1_ccw_dry_p99,b1_hsd_p99,b1_hmc_p99,b1_hcv_p99,b1_h99_p99,b1_h25_p99,b1_dp1fm_p99,b1_dp1fm_dry_p99,b2_dp1fm_p99,b2_dp1fm_dry_p99,b3_dp1fm_p99,b3_dp1fm_dry_p99,b1_dbifm_p99,b2_dbifm_p99,b3_dbifm_p99,b4_dbifm_p99,b5_dbifm_p99,b6_dbifm_p99,dbifmdry_GNDVI_p99,dbifman_GNDVI_p99,dbifmdry_MSR_p99,dbifman_MSR_p99,dbifmdry_NBR_p99,dbifman_NBR_p99,dbifmdry_NDVI_p99,dbifman_NDVI_p99,dbifmdry_CVI_p99,dbifman_CVI_p99,dbifmdry_GDVI_p99,dbifman_GDVI_p99,dbifmdry_GSAVI_p99,dbifman_GSAVI_p99,dbifmdry_NDGI_p99,dbifman_NDGI_p99,dbifmdry_RI_p99,dbifman_RI_p99,dbifmdry_NDII_p99,dbifman_NDII_p99,dbifmdry_MSAVI_p99,dbifman_MSAVI_p99,dbifmdry_SAVI_p99,dbifman_SAVI_p99,dbifmdry_DVI_p99,dbifman_DVI_p99,dbifmdry_r42_p99,dbifman_r42_p99,dbifmdry_r32_p99,dbifman_r32_p99,dbifmdry_r43_p99,dbifman_r43_p99,dbifmdry_r52_p99,dbifman_r52_p99,dbifmdry_r53_p99,dbifman_r53_p99,dbifmdry_r54_p99,dbifman_r54_p99,dbifmdry_r62_p99,dbifman_r62_p99,dbifmdry_r63_p99,dbifman_r63_p99,dbifmdry_r64_p99,dbifman_r64_p99,dbifmdry_r65_p99,dbifman_r65_p99,mean_agap_p99,mean_dgap_p99,mean_drio_p99,mean_dpos_p99,dr_dsum_p99,dr_dsii_p99,dr_wsum_p99,dr_wsii_p99,tx_dsum_p99,tx_dsii_p99,tx_wsum_p99,tx_wsii_p99,rx_wsum_p99,rx_wsii_p99,rx_dsii_p99,ma_asum_p99,ma_dsii_p99,site_name,lon_gda94,lat_gda94,date,bio_agb_kg1ha,c_agb_kg1ha,bio_agb_30,geometry
SITE12.2023,113186.4174241125,45.0,67.5,104.97595596313477,110.85777282714844,148.31214904785156,119.10275268554688,107.3245849609375,2.0,1.0,48.0,46.0,48.5,52.0,215.0,447.0,579.0,2213.0,1865.0,908.0,6385273,6618541,8626034,9401545,3929813,4159922,5525018,5802023,59226448,64165989,1717000,1742000,3349590,3423742,-1329170,-1325536,1329170,1325536,639942,773399,2672745,2767388,3000766,3101184,1568000,1606000,45332533,49126747,13075077,13051397,34670949,37640986,39873157,42075848,30495543,32238578,8795705,8564754,19765170,20266966,15116675,15528580,4360041,4125444,4957011,4816769,2.2777777314186096,2.4151785969734187,0.3437500074505806,0.2435662001371384,0.0,1.0,1578.2999999999759,0.7863976611363112,5028.5999999999985,0.0391997772739926,7252.799999999997,0.0512235668589077,12448.8,0.1527697448750081,0.0788390240457611,1649.7000000000016,0.3132703553756185,48.78,70.89,105.32600982666015,111.51430404663084,156.6228294372559,119.61851341247558,108.3562434387207,2.0,1.92,50.89,51.0,50.89,54.92,231.92,478.07999999999987,658.8399999999998,2319.84,2016.0,1034.68,6385273,6618541,8626034,9401545,3929813,4159922,5525018,5802023,59226448,64165989,1717000,1742000,3349590,3423742,-1329170,-1325536,1329170,1325536,639942,773399,2672745,2767388,3000766,3101184,1568000,1606000,45332533,49126747,13075077,13051397,34670949,37640986,39873157,42075848,30495543,32238578,8795705,8564754,19765170,20266966,15116675,15528580,4360041,4125444,4957011,4816769,2.2777777314186096,2.4151785969734187,0.3437500074505806,0.2435662001371384,0.0,1.0,1578.2999999999759,0.7863976611363112,5028.5999999999985,0.0391997772739926,7252.799999999997,0.0512235668589077,12448.8,0.1527697448750081,0.0788390240457611,1649.7000000000016,0.3132703553756185,site12,130.80334876004153,-13.13212685988225,20230910,113186.4174241125,55461.344537815115,10186.777568170124,POINT (130.8033487600415 -13.13212685988225)
SITE13.2023,84885.56851311952,54.0,77.0,105.66028213500977,110.3555030822754,154.58840942382812,119.5019760131836,105.4680633544922,2.0,1.0,51.5,51.0,45.0,46.0,227.5,440.5,565.0,2243.5,1784.0,815.5,6705969,6707362,9995590,10098149,4625806,4681404,5998589,6031239,64330886,63740538,1820000,1813000,3539020,3530443,-1183432,-1135458,1183432,1135458,1115469,1158883,2930032,2933816,3255042,3260202,1700000,1699000,50689398,50682498,12686790,12561705,39954472,40346829,40521707,40142109,31940079,31955939,7994119,7920310,18643563,18362004,14695256,14617446,3678000,3622948,4600883,4574250,1.5653479623794555,2.153171644210816,0.4883333337306977,0.2993654704093933,0.099999999999909,1.6,1645.3999999999771,0.7807567417388812,4912.199999999997,0.0416595415496112,7136.1,0.0520652537300286,12621.099999999995,0.15056419125795,0.0764538149140239,1659.9,0.3053191489361702,58.89,80.89,106.40710556030274,112.26992652893068,160.66154617309567,121.9033706665039,106.47700660705569,2.0,2.0,55.0,54.89,47.0,48.89,284.78,496.69000000000005,623.0300000000002,2400.4,1969.66,907.58,6705969,6707362,9995590,10098149,4625806,4681404,5998589,6031239,64330886,63740538,1820000,1813000,3539020,3530443,-1183432,-1135458,1183432,1135458,1115469,1158883,2930032,2933816,3255042,3260202,1700000,1699000,50689398,50682498,12686790,12561705,39954472,40346829,40521707,40142109,31940079,31955939,7994119,7920310,18643563,18362004,14695256,14617446,3678000,3622948,4600883,4574250,1.5653479623794555,2.153171644210816,0.4883333337306977,0.2993654704093933,0.099999999999909,1.6,1645.3999999999771,0.7807567417388812,4912.199999999997,0.0416595415496112,7136.1,0.0520652537300286,12621.099999999995,0.15056419125795,0.0764538149140239,1659.9,0.3053191489361702,site13,130.79107864925666,-13.142950913866198,20230910,84885.56851311952,41593.92857142857,7639.701166180756,POINT (130.7910786492567 -13.1429509138662)
SITE14.2023,25382.871720116626,17.5,30.0,103.01693344116212,104.3946762084961,164.46350860595703,111.02098083496094,102.46870040893556,1.0,1.0,37.0,31.5,61.0,66.5,343.5,584.0,794.5,2124.0,2515.5,1516.5,5687135,5668884,5852068,6381527,1729981,1771238,4306667,4570447,52648205,48771681,1556000,1534000,3017063,2985985,-1828255,-1482558,1828255,1482558,-902925,-800608,2123519,2211395,2422500,2522124,1292000,1330000,36374806,36152316,14483830,13471157,25114080,26836832,43602599,42442455,30104329,31506170,11987033,11739899,25643271,25284172,17704758,18769117,7049734,6993790,5881134,5957283,1.2105263471603394,1.2777777910232544,0.7916666865348816,0.3586954772472381,0.0,1.0,1597.999999999975,0.7261934561058535,5187.700000000004,0.0350906952984944,7531.699999999995,0.0611358847082521,11365.09999999999,0.1646720473831541,0.0518552415818174,1608.6,0.2296369965191446,45.34,67.34,104.19234115600588,108.5789324951172,186.69143218994145,116.56755157470705,105.30635299682615,4.8900000000000015,3.890000000000001,52.78,45.0,68.67,71.89,453.48,659.0,1008.13,2247.79,2847.17,1756.31,5687135,5668884,5852068,6381527,1729981,1771238,4306667,4570447,52648205,48771681,1556000,1534000,3017063,2985985,-1828255,-1482558,1828255,1482558,-902925,-800608,2123519,2211395,2422500,2522124,1292000,1330000,36374806,36152316,14483830,13471157,25114080,26836832,43602599,42442455,30104329,31506170,11987033,11739899,25643271,25284172,17704758,18769117,7049734,6993790,5881134,5957283,1.2105263471603394,1.2777777910232544,0.7916666865348816,0.3586954772472381,0.0,1.0,1597.999999999975,0.7261934561058535,5187.700000000004,0.0350906952984944,7531.699999999995,0.0611358847082521,11365.09999999999,0.1646720473831541,0.0518552415818174,1608.6,0.2296369965191446,site14,131.59562827561757,-12.859114538433158,20230910,25382.871720116626,12437.607142857143,2284.4584548104963,POINT (131.5956282756176 -12.85911453843316)
SITE15.2023,133382.79883381925,58.5,80.5,104.18068313598631,109.73861312866212,146.93199157714844,116.839111328125,106.97974395751952,5.5,6.0,56.0,52.5,37.0,40.0,209.0,422.5,468.5,2274.5,1696.0,800.0,6369837,6806167,9398624,12068559,3841717,4772507,5801024,6592968,54037421,56854538,1681000,1854000,3300825,3600466,-902184,-386740,902184,386740,922882,1499623,2738959,3196382,3076028,3516561,1586000,1819000,45092174,52531549,11982609,10785851,37631350,48704130,37466087,38829828,31267054,36000709,8308778,7391716,20074783,18598470,16753266,17243397,4451944,3540438,5358121,4789738,1.6666666269302368,2.0,0.4583333432674408,0.2898209691047668,0.0,1.0,1559.6999999999798,0.7411315362844555,5208.199999999997,0.0306900656656811,7599.100000000002,0.0599394289173342,11113.499999999993,0.1726240286909743,0.0567803887891326,1535.2999999999995,0.2133111480865224,68.34,87.56,104.69811241149904,112.36056495666504,150.87694122314454,119.33960708618164,109.53446998596192,7.0,8.89,61.89,57.0,39.0,44.0,365.81,522.8199999999998,524.67,2400.8,1802.59,938.71,6369837,6806167,9398624,12068559,3841717,4772507,5801024,6592968,54037421,56854538,1681000,1854000,3300825,3600466,-902184,-386740,902184,386740,922882,1499623,2738959,3196382,3076028,3516561,1586000,1819000,45092174,52531549,11982609,10785851,37631350,48704130,37466087,38829828,31267054,36000709,8308778,7391716,20074783,18598470,16753266,17243397,4451944,3540438,5358121,4789738,1.6666666269302368,2.0,0.4583333432674408,0.2898209691047668,0.0,1.0,1559.6999999999798,0.7411315362844555,5208.199999999997,0.0306900656656811,7599.100000000002,0.0599394289173342,11113.499999999993,0.1726240286909743,0.0567803887891326,1535.2999999999995,0.2133111480865224,site15,131.98627906401165,-12.819008911100775,20230910,133382.79883381925,65357.57142857143,12004.451895043732,POINT (131.9862790640117 -12.81900891110078)
SITE16.2023,47335.27696793002,15.0,27.0,103.15737533569336,103.95845413208008,180.06285858154297,111.20621109008788,101.57301712036131,4.0,4.0,23.5,18.5,70.5,76.0,342.0,545.5,725.5,1567.5,2590.0,1743.0,4723404,4780970,4389158,4711009,-734900,-576577,3486358,3679163,37604347,37063073,999000,1015000,2106114,2137442,-1480916,-1336982,1480916,1336982,-2596291,-2491027,1371033,1443401,1652073,1735673,805000,844000,27907940,28311908,13479673,13093144,20703722,21623461,47468921,47107578,35215188,35978813,17009110,16638786,32340688,31785070,23992190,24276117,11588346,11226750,6813023,6747337,1.2711111068725591,1.3495798587799073,0.725,0.3503276228904724,0.0,1.0,1559.6999999999798,0.7411315362844555,5208.199999999997,0.0306900656656811,7599.100000000002,0.0599394289173342,11113.499999999993,0.1726240286909743,0.0567803887891326,1535.2999999999995,0.2133111480865224,25.55,42.4,103.48680686950684,105.61215362548828,196.3063438415528,112.21583213806153,103.08243675231934,6.0,7.0,30.0,25.0,75.0,80.85,478.25,682.25,816.05,1642.35,2907.9,2041.85,4723404,4780970,4389158,4711009,-734900,-576577,3486358,3679163,37604347,37063073,999000,1015000,2106114,2137442,-1480916,-1336982,1480916,1336982,-2596291,-2491027,1371033,1443401,1652073,1735673,805000,844000,27907940,28311908,13479673,13093144,20703722,21623461,47468921,47107578,35215188,35978813,17009110,16638786,32340688,31785070,23992190,24276117,11588346,11226750,6813023,6747337,1.2711111068725591,1.3495798587799073,0.725,0.3503276228904724,0.0,1.0,1559.6999999999798,0.7411315362844555,5208.199999999997,0.0306900656656811,7599.100000000002,0.0599394289173342,11113.499999999993,0.1726240286909743,0.0567803887891326,1535.2999999999995,0.2133111480865224,site16,132.01152120013236,-12.825627676802075,20230910,47335.27696793002,23194.285714285717,4260.174927113701,POINT (132.0115212001324 -12.82562767680207)
SITE17.2023,98728.42565597668,58.0,80.0,104.92076110839844,110.28858947753906,151.25039672851562,118.58621978759766,106.54279327392578,1.0,1.0,51.0,54.0,47.0,43.0,296.0,548.0,749.0,2430.0,2196.0,1054.0,6511548,6267911,9359865,8016688,4497579,3845718,5787739,5289696,59773040,58534184,1889000,1881000,3586255,3526434,-1161572,-1463415,1161572,1463415,958591,519285,2971650,2794659,3278566,3092274,1756000,1689000,47297060,43541419,12634928,13414586,37433582,32458266,39025889,39242965,30887307,29253952,8251229,9012790,17957437,19361871,14212537,14433447,3796734,4446771,4601417,4933845,1.7328670978546143,1.8899999618530279,0.5083333492279053,0.3050061702728272,0.3999999999996362,1.6,1591.0999999999744,0.7032870341273381,5168.300000000001,0.0294410154209314,7566.399999999995,0.0592242394949098,11134.799999999996,0.1757835152597519,0.0593646529052275,1557.8000000000006,0.2058262711864408,58.0,80.0,105.18416748046872,110.81178436279295,155.18702331542968,119.1372360229492,107.44364807128906,1.0,2.0,52.92,54.0,47.92,45.92,374.36,603.52,793.0,2503.6,2282.2,1172.4,6511548,6267911,9359865,8016688,4497579,3845718,5787739,5289696,59773040,58534184,1889000,1881000,3586255,3526434,-1161572,-1463415,1161572,1463415,958591,519285,2971650,2794659,3278566,3092274,1756000,1689000,47297060,43541419,12634928,13414586,37433582,32458266,39025889,39242965,30887307,29253952,8251229,9012790,17957437,19361871,14212537,14433447,3796734,4446771,4601417,4933845,1.7328670978546143,1.8899999618530279,0.5083333492279053,0.3050061702728272,0.3999999999996362,1.6,1591.0999999999744,0.7032870341273381,5168.300000000001,0.0294410154209314,7566.399999999995,0.0592242394949098,11134.799999999996,0.1757835152597519,0.0593646529052275,1557.8000000000006,0.2058262711864408,site17,132.31431892385257,-12.742015043271227,20230910,98728.42565597668,48376.928571428565,8885.5583090379,POINT (132.3143189238526 -12.74201504327123)
SITE18.2023,94675.17898660367,46.0,68.0,104.68334579467772,109.63600158691406,150.38365936279297,117.1955337524414,106.5006103515625,12.0,12.0,45.0,45.0,40.0,40.0,386.0,619.0,792.0,2262.0,2086.0,1304.0,5906478,5668073,7059421,6657116,2511305,2467823,4885222,4701419,51883004,47148655,1541000,1612000,3037850,3082611,-1435445,-1317829,1435445,1317829,372407,372439,2298430,2355220,2623267,2661561,1362000,1425000,38821696,36154678,13341646,13034072,29098131,27738589,36028678,33564089,27004673,25751037,9280552,9283470,23241895,21849648,17420561,16763485,5986832,6043381,6450943,6509829,2.0,2.31333327293396,0.4250000059604645,0.2754327952861786,0.099999999999909,1.6,1583.1999999999744,0.6902295531653838,5169.0999999999985,0.0300864754019075,7570.5,0.059599762234991,11092.600000000004,0.17542711872264902,0.0598463126505333,1542.0999999999995,0.2045735808447671,49.89,72.78,105.08865158081056,111.15037948608398,158.99570541381834,119.08295997619629,107.7108090209961,13.96,13.96,48.92,47.94,40.98,43.92,415.4,671.92,895.88,2358.0400000000004,2235.94,1475.5,5906478,5668073,7059421,6657116,2511305,2467823,4885222,4701419,51883004,47148655,1541000,1612000,3037850,3082611,-1435445,-1317829,1435445,1317829,372407,372439,2298430,2355220,2623267,2661561,1362000,1425000,38821696,36154678,13341646,13034072,29098131,27738589,36028678,33564089,27004673,25751037,9280552,9283470,23241895,21849648,17420561,16763485,5986832,6043381,6450943,6509829,2.0,2.31333327293396,0.4250000059604645,0.2754327952861786,0.099999999999909,1.6,1583.1999999999744,0.6902295531653838,5169.0999999999985,0.0300864754019075,7570.5,0.059599762234991,11092.600000000004,0.17542711872264902,0.0598463126505333,1542.0999999999995,0.2045735808447671,site18,132.26630447235203,-12.767599985614755,20230910,94675.17898660367,46390.83770343581,8520.76610879433,POINT (132.266304472352 -12.76759998561475)
SITE20.2023,82521.20991253645,34.0,54.0,103.18534088134766,107.1151885986328,146.5220489501953,112.28515625,105.21302795410156,1.0,0.0,40.0,37.0,58.0,61.0,398.0,662.0,956.0,2533.0,2307.0,1173.0,5942115,5895197,6179761,6368522,3735369,3724751,4471850,4564161,58958724,55966501,2012000,1890000,3598855,3454789,-2002328,-1821007,2002328,1821007,567737,496395,2608361,2544771,2865979,2818567,1668000,1597000,39272668,38708861,15008890,14459072,26166272,26771332,35047681,35044726,23351281,24237189,8924191,9053412,17906902,17706329,11930864,12245827,4559635,4574232,5109297,5052495,1.149999976158142,1.2222222089767456,0.7916666865348816,0.3586954772472381,0.0,1.0,1594.8999999999787,0.7177521205986991,5200.4000000000015,0.0339358510883778,7526.399999999998,0.0601349914965986,11515.099999999995,0.1611176380826665,0.053029656694549,1648.1,0.2210895487491233,36.0,56.0,104.30424377441406,108.56119110107424,161.65771728515625,115.92423461914062,106.02464416503906,1.0,1.0,42.0,38.0,59.92,63.92,415.84,693.4399999999997,989.44,2637.64,2424.52,1247.56,5942115,5895197,6179761,6368522,3735369,3724751,4471850,4564161,58958724,55966501,2012000,1890000,3598855,3454789,-2002328,-1821007,2002328,1821007,567737,496395,2608361,2544771,2865979,2818567,1668000,1597000,39272668,38708861,15008890,14459072,26166272,26771332,35047681,35044726,23351281,24237189,8924191,9053412,17906902,17706329,11930864,12245827,4559635,4574232,5109297,5052495,1.149999976158142,1.2222222089767456,0.7916666865348816,0.3586954772472381,0.0,1.0,1594.8999999999787,0.7177521205986991,5200.4000000000015,0.0339358510883778,7526.399999999998,0.0601349914965986,11515.099999999995,0.1611176380826665,0.053029656694549,1648.1,0.2210895487491233,site20,131.55771979013545,-12.807804106710766,20230916,82521.20991253645,40435.392857142855,7426.90889212828,POINT (131.5577197901355 -12.80780410671077)
SITE21.2023,180471.13702623907,59.0,81.0,105.06177520751952,112.4069366455078,141.82843017578125,119.61892700195312,109.39276123046876,3.0,3.0,56.0,55.0,39.0,41.0,241.0,468.0,594.0,2508.0,1764.0,823.0,6827774,6837115,10680466,10721027,5216990,5167785,6209836,6221860,65796754,66000303,2006000,2019000,3790627,3807997,-1072797,-1070746,1072797,1070746,1735106,1737488,3235163,3255138,3529193,3546807,1894000,1907000,53015722,53157520,12396379,12397244,42767102,42878498,37334445,37436446,30117218,30197394,7042146,7042549,16662697,16935139,13441583,13660406,3142973,3185841,4463089,4523704,1.4375,1.399999976158142,0.6666666865348816,0.3422780930995941,0.0,1.0,1589.1999999999734,0.7164790910071619,5199.899999999999,0.0347468220542703,7529.599999999998,0.0607545079230161,11457.2,0.1621737547443654,0.0526976254884281,1635.1000000000006,0.2274717344238634,68.92,88.0,105.9087841796875,113.48681365966793,150.85178466796876,121.32979614257812,110.56598480224608,3.92,3.92,63.0,62.92,42.92,43.92,286.84,524.36,675.4,2654.32,1963.52,925.72,6827774,6837115,10680466,10721027,5216990,5167785,6209836,6221860,65796754,66000303,2006000,2019000,3790627,3807997,-1072797,-1070746,1072797,1070746,1735106,1737488,3235163,3255138,3529193,3546807,1894000,1907000,53015722,53157520,12396379,12397244,42767102,42878498,37334445,37436446,30117218,30197394,7042146,7042549,16662697,16935139,13441583,13660406,3142973,3185841,4463089,4523704,1.4375,1.399999976158142,0.6666666865348816,0.3422780930995941,0.0,1.0,1589.1999999999734,0.7164790910071619,5199.899999999999,0.0347468220542703,7529.599999999998,0.0607545079230161,11457.2,0.1621737547443654,0.0526976254884281,1635.1000000000006,0.2274717344238634,site21,131.56669553407158,-12.816563842429792,20230916,180471.13702623907,88430.85714285713,16242.402332361517,POINT (131.5666955340716 -12.81656384242979)
SITE22.2023,104607.8717201166,51.0,74.0,104.81141662597656,111.32526397705078,145.74231719970703,119.15589904785156,108.46662902832031,2.0,2.0,52.0,45.0,44.0,51.0,245.5,475.0,615.5,2284.5,1762.5,865.0,6527032,6562727,8990129,9381896,4443054,4584930,5658073,5795297,62796046,61807759,1823000,1810000,3508918,3499613,-1377778,-1238447,1377778,1238447,1184880,1332176,2830628,2863971,3147962,3185504,1668000,1676000,47560096,48168717,13188530,12838313,36061711,37519507,37496566,36854130,28431194,28706366,7884039,7651051,18300137,17896309,13875797,13939767,3847792,3715339,4880484,4855985,1.75,2.0999999046325684,0.4583333432674408,0.2898209691047668,0.099999999999909,1.6,1583.1999999999744,0.6902295531653838,5169.0999999999985,0.0300864754019075,7570.5,0.059599762234991,11092.600000000004,0.17542711872264902,0.0598463126505333,1542.0999999999995,0.2045735808447671,53.0,75.0,105.12051048278809,111.59089805603027,148.20600509643558,119.50926208496094,109.18205009460449,3.0,3.890000000000001,56.89,48.89,49.78,53.0,264.67,496.90000000000015,669.14,2414.0,1851.01,921.47,6527032,6562727,8990129,9381896,4443054,4584930,5658073,5795297,62796046,61807759,1823000,1810000,3508918,3499613,-1377778,-1238447,1377778,1238447,1184880,1332176,2830628,2863971,3147962,3185504,1668000,1676000,47560096,48168717,13188530,12838313,36061711,37519507,37496566,36854130,28431194,28706366,7884039,7651051,18300137,17896309,13875797,13939767,3847792,3715339,4880484,4855985,1.75,2.0999999046325684,0.4583333432674408,0.2898209691047668,0.099999999999909,1.6,1583.1999999999744,0.6902295531653838,5169.0999999999985,0.0300864754019075,7570.5,0.059599762234991,11092.600000000004,0.17542711872264902,0.0598463126505333,1542.0999999999995,0.2045735808447671,site22,132.25346103747694,-12.77087842999671,20230916,104607.8717201166,51257.85714285713,9414.708454810494,POINT (132.2534610374769 -12.77087842999671)
SITE23.2023,39446.06413994169,17.0,29.0,103.53483581542969,104.50634002685548,178.83352661132812,112.35777282714844,101.7319793701172,22.0,20.5,31.0,29.5,44.0,46.5,492.0,749.0,952.0,1907.0,2370.0,1867.0,4404715,4288914,4295028,4105336,-32626,145773,3428571,3310153,32433582,31462566,1121000,1149000,2228628,2244433,-1149782,-1140706,1149782,1140706,-1256857,-1093532,1544343,1550848,1816300,1813103,936000,952000,25724977,25002903,12595884,12577649,20423320,19878837,33115061,31145138,26290382,24762289,12872727,12456609,25894917,24288824,20558237,19311101,10066061,9714402,7819680,7798593,1.4666666984558103,1.4666666984558103,0.6666666865348816,0.3422780930995941,0.6999999999998181,1.3142857142859,1654.999999999977,0.7102287440656061,5177.4000000000015,0.0291420404063816,7579.700000000003,0.0603604741235518,11115.200000000004,0.1805738345431736,0.0605426879544262,1547.7999999999995,0.193572576325656,19.92,34.84,104.03597808837893,105.39917114257813,181.1178576660156,114.040166015625,102.19285552978516,27.92,27.89,35.0,38.67,46.0,52.56,648.12,914.48,1106.44,2023.4,2526.88,2032.16,4404715,4288914,4295028,4105336,-32626,145773,3428571,3310153,32433582,31462566,1121000,1149000,2228628,2244433,-1149782,-1140706,1149782,1140706,-1256857,-1093532,1544343,1550848,1816300,1813103,936000,952000,25724977,25002903,12595884,12577649,20423320,19878837,33115061,31145138,26290382,24762289,12872727,12456609,25894917,24288824,20558237,19311101,10066061,9714402,7819680,7798593,1.4666666984558103,1.4666666984558103,0.6666666865348816,0.3422780930995941,0.6999999999998181,1.3142857142859,1654.999999999977,0.7102287440656061,5177.4000000000015,0.0291420404063816,7579.700000000003,0.0603604741235518,11115.200000000004,0.1805738345431736,0.0605426879544262,1547.7999999999995,0.193572576325656,site23,132.53857746474145,-12.657977285836749,20230916,39446.06413994169,19328.571428571424,3550.145772594752,POINT (132.5385774647415 -12.65797728583675)
UMB07.2013,29781.41399416909,41.0,62.5,103.9372215270996,108.25177001953124,151.4664764404297,115.57075119018556,104.963134765625,4.0,4.0,41.5,41.5,52.5,53.5,340.0,594.5,830.5,2360.5,1922.5,986.5,5865922,5885167,6962414,6713076,4051222,3845696,4841685,4727503,51191509,53353936,1785000,1722000,3328982,3258895,-1430518,-1603905,1430518,1603905,965251,890347,2569684,2445376,2862595,2743992,1575000,1492000,38378808,38560763,13339073,13811696,28771721,27918919,31622517,32254943,23706683,23353353,8239578,8364705,16254305,17140882,12185483,12410410,4235229,4445162,5140105,5314188,1.5692307591438293,1.8523268461227416,0.4875000089406967,0.2970157146453857,15.199999999998909,1.5342105263158448,1162.699999999979,0.8383933946847959,5148.100000000001,0.043526738019852004,7498.600000000002,0.054246316455262004,10444.100000000002,0.1064825390138246,0.1241791984883079,1477.799999999999,0.3365344467640917,46.67,69.67,104.55606956481934,110.79072059631348,154.75064331054688,118.4180187225342,107.7609210205078,5.0,4.8900000000000015,45.89,45.78,56.89,58.89,347.89,642.6700000000002,927.4,2405.24,2098.49,1181.34,5865922,5885167,6962414,6713076,4051222,3845696,4841685,4727503,51191509,53353936,1785000,1722000,3328982,3258895,-1430518,-1603905,1430518,1603905,965251,890347,2569684,2445376,2862595,2743992,1575000,1492000,38378808,38560763,13339073,13811696,28771721,27918919,31622517,32254943,23706683,23353353,8239578,8364705,16254305,17140882,12185483,12410410,4235229,4445162,5140105,5314188,1.5692307591438293,1.8523268461227416,0.4875000089406967,0.2970157146453857,15.199999999998909,1.5342105263158448,1162.699999999979,0.8383933946847959,5148.100000000001,0.043526738019852004,7498.600000000002,0.054246316455262004,10444.100000000002,0.1064825390138246,0.1241791984883079,1477.799999999999,0.3365344467640917,umb07,131.67447458410706,-13.962273105751455,20130603,29781.41399416909,14592.892857142857,2680.327259475218,POINT (131.6744745841071 -13.96227310575146)
